,Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,4G,3G,TELEFONIAFIJA,WIRELESS,SATELITAL
1213,MISIONES,Cainguás,Dos de Mayo Núcleo I,--,--,--,SI,--,--,SI,--,--
1214,MISIONES,Cainguás,Dos de Mayo Núcleo II,--,--,--,--,--,--,--,--,--
1215,MISIONES,Cainguás,Dos de Mayo Núcleo III,--,--,--,--,--,--,--,SI,--
1216,MISIONES,Cainguás,Kilómetro 17,--,--,--,--,--,--,--,--,--
1217,MISIONES,Cainguás,Nucleo I,--,--,--,--,--,--,--,--,--
1218,MISIONES,Cainguás,Nucleo Ii,--,--,--,--,SI,--,--,--,--
1219,MISIONES,Cainguás,Pueblo Illia,--,--,--,--,--,--,--,SI,--
1220,MISIONES,Cainguás,Salto Encantado,--,SI,--,--,SI,--,SI,SI,SI
1221,MISIONES,Candelaria,Barrio del Lago,--,--,--,SI,--,--,--,--,--
1222,MISIONES,Candelaria,Bonpland,SI,--,--,--,SI,--,SI,--,--
1223,MISIONES,Candelaria,Candelaria,SI,SI,--,--,SI,SI,SI,--,SI
1224,MISIONES,Candelaria,Cerro Corá,--,--,--,--,SI,--,SI,--,--
1225,MISIONES,Candelaria,Loreto,--,--,--,--,--,--,--,--,--
1226,MISIONES,Candelaria,Mártires,--,--,--,--,SI,SI,--,SI,--
1227,MISIONES,Candelaria,Profundidad,--,--,--,--,--,--,--,SI,--
1228,MISIONES,Candelaria,Puerto Santa Ana,--,--,--,--,--,--,--,--,--
1229,SALTA,Anta,Apolinario Saravia,--,SI,--,--,SI,SI,SI,SI,SI
1230,SALTA,Anta,Ceibalito,--,--,--,--,--,--,--,--,--
1231,SALTA,Anta,Centro 25 de Junio,--,--,--,--,SI,SI,--,--,--
1232,SALTA,Anta,Coronel Mollinedo,--,--,--,--,SI,--,--,SI,SI
1233,SALTA,Anta,Coronel Olleros,--,--,--,--,SI,--,--,SI,--
1234,SALTA,Anta,El Quebrachal,--,SI,--,SI,SI,SI,SI,--,SI
1235,SALTA,Anta,Gaona,--,SI,--,SI,SI,--,SI,--,SI
1236,SALTA,Anta,General Pizarro,--,--,--,SI,SI,--,--,SI,SI
1237,SALTA,Anta,Joaquín V. González,SI,SI,--,SI,SI,SI,SI,--,SI
1238,SALTA,Anta,Las Lajitas,--,SI,--,SI,SI,SI,SI,SI,SI
1239,SALTA,Anta,Luis Burela,--,--,--,--,--,--,--,SI,--
1240,SALTA,Anta,Macapillo,--,--,--,--,--,--,--,--,--
1241,SALTA,Anta,Nuestra Señora de Talavera,--,--,--,--,SI,SI,--,--,--
1242,SALTA,Anta,Piquete Cabado,--,--,--,--,--,--,--,SI,SI
1243,SALTA,Anta,Río del Valle,--,--,--,--,--,--,--,SI,SI
1244,SALTA,Anta,Tolloche,--,--,--,SI,--,--,--,--,--
1245,SAN LUIS,Chacabuco,Naschel,--,SI,--,--,SI,--,SI,SI,--
1246,SAN LUIS,Chacabuco,Papagayos,--,--,--,--,--,--,--,SI,--
1247,SAN LUIS,Chacabuco,Pozo Cavado,--,--,--,--,--,--,--,--,--
1248,SAN LUIS,Chacabuco,Punta De La Loma,--,--,--,--,--,--,--,--,--
1249,SAN LUIS,Chacabuco,Renca,--,--,--,--,--,--,--,SI,--
1250,SAN LUIS,Chacabuco,San Felipe,--,--,--,--,--,--,--,--,--
1251,SAN LUIS,Chacabuco,San Miguel,--,--,--,--,--,--,--,--,--
1252,SAN LUIS,Chacabuco,San Pablo,--,--,--,--,--,--,--,SI,--
1253,SAN LUIS,Chacabuco,Santa Martina,--,--,--,--,--,--,--,--,--
1254,SAN LUIS,Chacabuco,Tilisarao,--,SI,--,--,SI,SI,--,SI,--
1255,SAN LUIS,Chacabuco,Villa del Carmen,--,--,--,--,SI,--,SI,SI,--
1256,SAN LUIS,Chacabuco,Villa Larca,--,--,--,--,SI,SI,SI,SI,--
1257,SAN LUIS,Coronel Pringles,Balde De La Isla,--,--,--,--,--,--,--,--,--
1258,SAN LUIS,Coronel Pringles,Carolina,--,--,--,--,--,--,SI,SI,--
1259,SAN LUIS,Coronel Pringles,Cerros Largos,--,--,--,--,--,--,--,--,--
1260,SAN LUIS,Coronel Pringles,Cienaga De Intihuasi,--,--,--,--,--,--,--,--,--
1261,SAN LUIS,Coronel Pringles,El Arenal,--,--,--,--,--,--,--,--,--
1262,SAN LUIS,Coronel Pringles,El Baldecito,--,--,--,--,--,--,--,--,--
1263,SAN LUIS,Coronel Pringles,El Durazno,--,--,--,--,--,SI,--,SI,--
1264,SAN LUIS,Coronel Pringles,El Trapiche,--,--,--,--,SI,SI,SI,SI,--
1265,SAN LUIS,Coronel Pringles,Eleodoro Lobos,--,--,--,--,SI,SI,--,--,--
1266,SAN LUIS,Coronel Pringles,Estancia Grande,--,--,--,--,--,--,--,--,--
1267,SAN LUIS,Coronel Pringles,Fraga,--,--,--,--,SI,--,SI,SI,--
1268,SAN LUIS,Coronel Pringles,Intihuasi,--,--,--,--,--,--,--,--,--
1269,SANTA FE,General López,Amenábar,SI,--,--,--,SI,SI,SI,SI,--
1270,SANTA FE,General López,Cafferata,SI,--,--,SI,SI,SI,--,--,--
1271,SANTA FE,General López,Cañada del Ucle,SI,--,--,--,--,--,SI,SI,--
1272,SANTA FE,General López,Carmen,--,--,--,--,SI,SI,SI,SI,--
1273,SANTA FE,General López,Carreras,--,SI,--,--,SI,SI,SI,SI,--
1274,SANTA FE,General López,Chapuy,--,SI,--,--,SI,SI,SI,--,--
1275,SANTA FE,General López,Chovet,--,SI,--,--,SI,SI,SI,--,--
1276,SANTA FE,General López,Christophersen,--,--,--,SI,SI,--,SI,SI,--
1277,SANTA FE,General López,Diego de Alvear,SI,--,--,SI,SI,SI,SI,SI,--
1278,SANTA FE,General López,Elortondo,SI,--,--,--,SI,SI,SI,--,--
1279,SANTA FE,General López,Firmat,SI,SI,--,SI,SI,SI,SI,--,--
1280,SANTA FE,General Obligado,Reconquista,SI,SI,--,SI,SI,SI,SI,SI,SI
1281,SANTA FE,General Obligado,San Antonio de Obligado,SI,SI,--,--,SI,--,SI,SI,SI
1282,SANTA FE,General Obligado,Tacuarendí (Emb. Kilómetro 421),SI,SI,--,--,SI,SI,SI,SI,--
1283,SANTA FE,General Obligado,Villa Ana,--,--,--,--,SI,--,SI,--,SI
1284,SANTA FE,General Obligado,Villa Guillermina,SI,SI,--,--,SI,SI,SI,SI,SI
1285,SANTA FE,General Obligado,Villa Ocampo,SI,--,--,--,SI,SI,SI,--,SI
1286,SANTA FE,Iriondo,Barrio Cicarelli,--,--,--,--,--,--,--,SI,--
1287,SANTA FE,Iriondo,Bustinza,SI,--,--,SI,SI,--,SI,SI,--
1288,SANTA FE,Iriondo,Cañada de Gómez,SI,SI,--,SI,SI,SI,SI,SI,--
1289,SANTA FE,Iriondo,Carrizales (Est. Clarke),SI,SI,--,--,SI,--,SI,--,--
1290,SANTA FE,Iriondo,Classon,--,--,--,SI,SI,SI,SI,SI,--
1291,SANTA FE,Rosario,Rosario,SI,SI,SI,SI,SI,SI,SI,SI,SI
1292,SANTA FE,Rosario,Soldini,SI,SI,--,--,SI,SI,SI,--,--
1293,SANTA FE,Rosario,Villa Amelia,SI,--,--,--,--,--,SI,SI,--
1294,SANTA FE,Rosario,Villa del Plata,--,SI,--,--,--,--,SI,--,--
1295,SANTA FE,Rosario,Villa Gobernador Gálvez,SI,SI,SI,SI,SI,SI,SI,SI,--
1296,SANTA FE,Rosario,Zavalla,SI,SI,--,--,SI,SI,SI,SI,--
1297,SANTA FE,San Cristóbal,Aguará Grande,--,--,--,--,--,--,--,SI,SI
1298,SANTA FE,San Cristóbal,Ambrosetti,--,--,--,--,SI,--,SI,--,SI
1299,SANTA FE,San Cristóbal,Arrufo,SI,SI,--,--,SI,SI,SI,--,--
1300,SANTA FE,San Cristóbal,Balneario La Verde,--,--,--,--,--,--,--,--,SI
1301,BUENOS AIRES,Avellaneda,Pineyro,SI,SI,--,SI,SI,SI,SI,--,--
1302,BUENOS AIRES,Avellaneda,Sarandí,SI,SI,SI,SI,SI,SI,SI,SI,SI
1303,BUENOS AIRES,Avellaneda,Villa Domínico,SI,SI,--,SI,SI,SI,SI,--,--
1304,BUENOS AIRES,Avellaneda,Wilde,SI,SI,SI,SI,SI,SI,SI,--,--
1305,BUENOS AIRES,Ayacucho,Ayacucho,SI,--,SI,--,SI,SI,SI,SI,--
1306,BUENOS AIRES,Ayacucho,La Constancia,--,--,--,--,--,--,--,SI,--
1307,BUENOS AIRES,Ayacucho,Solanet,--,--,--,--,SI,--,--,SI,--
1308,BUENOS AIRES,Ayacucho,Udaquiola,--,--,--,--,--,--,--,SI,SI
1309,BUENOS AIRES,Azul,16 de Julio,--,--,--,--,SI,SI,--,--,--
1310,BUENOS AIRES,Azul,Ariel,--,--,--,--,SI,--,--,--,--
1311,CHACO,Quitilipi,Villa El Palmar,--,--,--,--,SI,--,--,SI,--
1312,BUENOS AIRES,General Villegas,Santa Regina,--,SI,--,--,SI,--,SI,--,--
1313,BUENOS AIRES,General Villegas,Villa Saboya,--,--,--,--,SI,--,SI,--,--
1314,BUENOS AIRES,General Villegas,Villa Sauze,--,--,--,--,--,--,SI,--,--
1315,BUENOS AIRES,Guaminí,Arroyo Venado,--,--,--,--,--,--,--,SI,--
1316,BUENOS AIRES,Guaminí,Casbas,--,--,SI,--,SI,SI,SI,SI,--
1317,BUENOS AIRES,Guaminí,Garré,--,--,--,SI,SI,--,SI,--,--
1318,BUENOS AIRES,Guaminí,Guaminí,--,--,--,SI,SI,SI,SI,SI,--
1319,BUENOS AIRES,Guaminí,Laguna Alsina (Est. Bonifacio),--,--,--,--,--,--,SI,SI,--
1320,BUENOS AIRES,Hipólito Yrigoyen,Henderson,SI,--,--,--,SI,SI,SI,SI,--
1321,BUENOS AIRES,Hipólito Yrigoyen,Herrera Vegas,--,--,--,--,--,--,--,--,--
1322,BUENOS AIRES,Hurlingham,Hurlingham,SI,SI,SI,SI,SI,SI,SI,SI,SI
1323,BUENOS AIRES,Hurlingham,Villa Santos Tesei,SI,SI,SI,SI,SI,SI,SI,SI,--
1324,BUENOS AIRES,Pinamar,Pinamar,SI,SI,--,SI,SI,SI,SI,--,SI
1325,BUENOS AIRES,Pinamar,Valeria Del Mar,--,--,--,--,SI,SI,--,--,--
1326,BUENOS AIRES,Presidente Perón,Barrio America Unida,--,--,--,--,SI,SI,--,--,--
1327,BUENOS AIRES,Presidente Perón,Guernica,SI,SI,SI,--,SI,SI,SI,SI,--
1328,BUENOS AIRES,Puán,17 de Agosto,--,--,--,--,--,--,SI,--,--
1329,BUENOS AIRES,Puán,Azopardo,--,--,--,--,--,--,--,--,--
1330,BUENOS AIRES,Puán,Bordenave,--,--,--,SI,--,--,SI,SI,SI
1331,BUENOS AIRES,Puán,Darregueira,SI,SI,--,SI,SI,SI,SI,SI,--
1332,BUENOS AIRES,Puán,Estela,--,--,--,--,SI,--,--,--,--
1333,BUENOS AIRES,Puán,Felipe Solá,--,--,--,--,SI,--,SI,--,--
1334,BUENOS AIRES,Puán,López Lecube,--,--,--,--,--,--,--,--,--
1335,BUENOS AIRES,Puán,Puán,--,SI,--,--,SI,SI,SI,SI,SI
1336,BUENOS AIRES,Puán,San Germán,--,--,--,--,--,--,SI,SI,--
1337,CABA,COMUNA 02,RECOLETA,SI,SI,SI,SI,SI,SI,SI,SI,SI
1338,CATAMARCA,Tinogasta,Tinogasta,SI,--,--,SI,SI,--,SI,--,SI
1339,CATAMARCA,Valle Viejo,El Bañado,--,--,--,--,--,--,--,--,--
1340,CATAMARCA,Valle Viejo,El Portezuelo,--,--,--,--,--,SI,--,--,SI
1341,CATAMARCA,Valle Viejo,Huaycama,--,--,--,--,--,--,--,--,--
1342,CATAMARCA,Valle Viejo,Las Tejas,--,--,--,--,SI,SI,--,--,--
1343,CATAMARCA,Valle Viejo,Polcos,--,--,--,SI,--,--,--,--,--
1344,CATAMARCA,Valle Viejo,Pozo Del Mistol,--,--,--,SI,--,--,--,--,--
1345,CATAMARCA,Valle Viejo,San Isidro,--,--,--,SI,SI,SI,--,SI,--
1346,CATAMARCA,Valle Viejo,Santa Cruz,--,--,--,--,--,--,--,--,--
1347,CABA,COMUNA 10,VILLA REAL,SI,SI,SI,SI,SI,SI,SI,SI,SI
1348,CORDOBA,Unión,Canals,SI,--,--,SI,SI,SI,SI,SI,--
1349,CORDOBA,Unión,Chilibroste,SI,--,--,SI,--,--,SI,SI,--
1350,CORDOBA,Unión,Cintra,SI,--,--,SI,--,SI,SI,SI,SI
1351,CORDOBA,Unión,Colonia Bismarck,--,SI,--,--,--,--,SI,SI,--
1352,CORDOBA,Unión,Colonia Bremen,--,--,--,--,--,--,--,--,--
1353,MENDOZA,Lavalle,Jocolí,--,--,--,--,--,--,--,SI,--
1354,MENDOZA,Lavalle,Jocolí Viejo,--,--,--,--,--,--,--,SI,--
1355,JUJUY,Ledesma,Fraile Pintado,SI,--,--,--,SI,SI,SI,SI,SI
1356,JUJUY,Ledesma,Libertad,--,--,--,--,--,--,--,--,--
1357,JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma),SI,SI,--,SI,SI,SI,SI,SI,SI
1358,JUJUY,Ledesma,Maíz Negro,--,--,--,--,--,--,--,--,--
1359,JUJUY,Ledesma,Paulina,--,--,--,--,--,--,--,--,--
1360,JUJUY,Ledesma,Pueblo Ledesma,--,--,--,--,SI,SI,--,--,--
1361,JUJUY,Ledesma,Yuto,--,--,--,--,SI,SI,--,SI,--
1362,JUJUY,Palpalá,Carahunco,SI,--,--,--,--,--,SI,--,--
1363,JUJUY,Palpalá,Centro Forestal,SI,--,--,--,--,--,SI,--,--
1364,JUJUY,Palpalá,Mina 9 de Octubre,--,--,--,--,--,--,--,--,--
1365,JUJUY,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),SI,SI,--,SI,SI,SI,SI,SI,SI
1366,JUJUY,Palpalá,Rio Blanco,--,--,--,--,SI,SI,--,--,--
1367,JUJUY,Rinconada,Casa Colorada,--,--,--,--,--,--,--,--,--
1368,JUJUY,Rinconada,Coyaguaima,--,--,--,SI,--,--,--,--,--
1369,JUJUY,Rinconada,Lagunillas de Farallón,--,--,--,--,--,--,--,--,--
1370,JUJUY,Rinconada,Liviara,--,--,--,--,--,--,--,--,SI
1371,JUJUY,Rinconada,Loma Blanca,--,--,--,--,--,--,--,--,SI
1372,JUJUY,Rinconada,Nuevo Pirquitas,--,--,--,SI,--,--,SI,--,SI
1373,JUJUY,Rinconada,Orosmayo,--,--,--,SI,--,--,--,--,--
1374,MISIONES,Candelaria,Santa Ana,SI,--,--,--,SI,SI,SI,--,--
1375,MISIONES,Capital,Barrio Nuevo Garupa,--,--,--,--,--,--,--,--,--
1376,MISIONES,Capital,Garupá,SI,SI,--,SI,SI,SI,SI,SI,--
1377,MISIONES,Capital,Nemesio Parma,--,--,--,--,SI,SI,--,SI,--
1378,MISIONES,Capital,Posadas,SI,SI,--,SI,SI,SI,SI,SI,SI
1379,MISIONES,Capital,Posadas (Extensión),--,--,--,--,SI,SI,--,--,--
1380,MISIONES,Concepción,Barra Concepción,--,--,--,--,--,--,--,--,--
1381,MISIONES,Concepción,Concepción de la Sierra,--,SI,--,SI,SI,SI,SI,SI,SI
1382,MISIONES,Concepción,La Corita,--,SI,--,--,SI,--,--,--,--
1383,MISIONES,Concepción,Santa María,--,--,--,--,--,--,--,--,--
1384,MISIONES,Eldorado,9 de Julio,--,--,--,--,--,--,SI,--,--
1385,MISIONES,Eldorado,9 de Julio Kilómetro 20,--,--,--,--,SI,--,--,--,--
1386,MISIONES,Eldorado,Colonia Victoria,SI,--,--,--,--,--,SI,--,--
1387,MISIONES,Eldorado,Eldorado,SI,--,--,--,SI,SI,SI,--,SI
1388,MISIONES,Eldorado,María Magdalena,--,--,--,--,SI,--,SI,--,--
1389,SALTA,Cachi,Cachi,--,--,--,SI,SI,SI,SI,SI,SI
1390,SALTA,Cachi,Payogasta,--,--,--,--,SI,--,SI,SI,--
1391,SALTA,Cafayate,Cafayate,SI,--,--,SI,SI,SI,SI,SI,SI
1392,SALTA,Cafayate,Tolombón,--,--,--,--,SI,--,--,--,--
1393,SALTA,Capital,Atocha,--,--,--,SI,SI,SI,--,SI,--
1394,SALTA,Capital,El Tipal - La Almudena,--,--,--,--,SI,SI,--,SI,SI
1395,SALTA,Capital,La Ciénaga y Barrio San Rafael,--,--,--,--,SI,--,--,SI,--
1396,SALTA,Capital,Las Costas,--,--,--,--,--,SI,--,SI,--
1397,SALTA,Capital,Salta,SI,SI,SI,SI,SI,SI,SI,SI,SI
1398,SALTA,Capital,Villa San Lorenzo,SI,SI,--,SI,SI,SI,SI,SI,SI
1399,SALTA,Cerrillos,Barrio El Congreso,--,--,--,SI,SI,--,--,--,--
1400,SALTA,Cerrillos,Barrio Las Tunas,--,--,--,SI,SI,--,--,--,--
1401,SALTA,Cerrillos,Barrio Los Olmos,--,--,--,--,--,--,--,--,--
1402,SALTA,Cerrillos,Barrio Los Pinares,SI,--,--,SI,--,--,--,SI,--
1403,SAN LUIS,General Pedernera,La Ribera,--,--,--,--,SI,SI,--,--,--
1404,SAN LUIS,General Pedernera,Las Isletas,--,--,--,--,--,--,--,--,--
1405,SAN LUIS,General Pedernera,Lavaisse,--,--,--,--,--,--,--,SI,--
1406,SAN LUIS,General Pedernera,Liborio Luna,--,--,--,--,SI,SI,--,--,--
1407,SAN LUIS,General Pedernera,Nación Ranquel,--,--,--,--,--,--,--,--,--
1408,SAN LUIS,General Pedernera,Rio Quinto,--,--,--,--,--,--,--,--,--
1409,SAN LUIS,General Pedernera,San José del Morro,--,--,--,--,--,--,--,SI,--
1410,SAN LUIS,General Pedernera,Villa Mercedes,SI,SI,SI,SI,SI,SI,SI,SI,--
1411,SAN LUIS,General Pedernera,Villa Reynolds,--,--,--,--,SI,SI,--,--,--
1412,SAN LUIS,General Pedernera,Villa Salles,--,--,--,--,--,--,--,SI,--
1413,SAN LUIS,Gobernador Dupuy,Anchorena,--,--,SI,--,SI,--,SI,SI,--
1414,SAN LUIS,Gobernador Dupuy,Arizona,--,--,SI,--,SI,--,SI,SI,--
1415,SAN LUIS,Gobernador Dupuy,Bagual,--,--,--,--,--,--,SI,SI,--
1416,SAN LUIS,Gobernador Dupuy,Batavia,--,--,--,--,--,--,SI,SI,SI
1417,SAN LUIS,Gobernador Dupuy,Buena Esperanza,--,--,--,--,SI,--,SI,SI,SI
1418,SAN LUIS,Gobernador Dupuy,Fortín El Patria,--,--,--,--,SI,--,SI,SI,--
1419,SAN LUIS,Gobernador Dupuy,Fortuna,--,--,SI,--,--,--,SI,SI,--
1420,SAN LUIS,Gobernador Dupuy,La Maroma,--,--,--,--,--,--,--,--,SI
1421,SAN LUIS,Gobernador Dupuy,Los Overos,--,--,--,--,--,--,--,--,--
1422,SANTA FE,General López,Hughes,--,--,--,SI,SI,SI,SI,--,--
1423,SANTA FE,General López,La Chispa,--,--,--,--,--,--,SI,SI,--
1424,SANTA FE,General López,Labordeboy,SI,--,--,--,SI,--,SI,SI,--
1425,SANTA FE,General López,Lazzarino,--,--,--,--,SI,--,--,--,--
1426,SANTA FE,General López,Maggiolo,SI,--,--,--,SI,SI,SI,SI,--
1427,SANTA FE,General López,María Teresa,SI,SI,--,--,SI,SI,SI,SI,--
1428,SANTA FE,General López,Melincué (Est. San Urbano),--,--,--,--,SI,SI,SI,SI,--
1429,SANTA FE,General López,Miguel Torres,--,SI,--,--,--,--,--,--,--
1430,SANTA FE,General López,Murphy,--,--,--,SI,SI,SI,SI,--,--
1431,SANTA FE,General López,Rufino,SI,--,--,SI,SI,SI,SI,--,--
1432,SANTA FE,General López,San Eduardo,SI,--,--,--,SI,--,SI,--,--
1433,SANTA FE,General López,San Francisco de Santa Fe,--,--,--,SI,SI,--,SI,--,SI
1434,SANTA FE,Iriondo,Colonia Médici,--,--,--,--,--,--,--,SI,--
1435,SANTA FE,San Lorenzo,Capitán Bermúdez,SI,SI,--,SI,SI,SI,SI,--,--
1436,SANTA FE,San Lorenzo,Carcarañá,SI,--,--,--,SI,SI,SI,--,--
1437,SANTA FE,San Lorenzo,Coronel Arnold,SI,--,--,SI,SI,--,SI,--,--
1438,SANTA FE,San Lorenzo,Fray Luis Beltrán,SI,SI,--,SI,SI,SI,SI,--,--
1439,SANTA FE,San Lorenzo,Fuentes,SI,--,--,SI,SI,SI,SI,--,--
1440,SANTA FE,San Lorenzo,Luis Palacios (Est. La Salada),--,SI,--,--,SI,--,SI,SI,--
1441,SANTA FE,San Lorenzo,Puerto General San Martín,--,--,--,SI,SI,SI,--,SI,SI
1442,SANTA FE,San Lorenzo,Pujato,SI,--,--,--,SI,SI,SI,SI,--
1443,SANTA FE,San Lorenzo,Ricardone,SI,SI,--,--,SI,SI,SI,SI,SI
1444,SANTIAGO DEL ESTERO,General Taboada,Estación Tacañitas,--,--,--,SI,SI,--,--,SI,SI
1445,SANTIAGO DEL ESTERO,General Taboada,La Nena,--,--,--,--,--,--,--,--,--
1446,SANTIAGO DEL ESTERO,General Taboada,Los Juríes,--,SI,--,SI,SI,--,SI,--,SI
1447,SANTIAGO DEL ESTERO,General Taboada,Tomás Young,--,SI,--,--,--,--,--,SI,--
1448,SANTIAGO DEL ESTERO,Guasayán,Lavalle,--,--,--,--,SI,SI,SI,SI,SI
1449,SANTIAGO DEL ESTERO,Guasayán,San Pedro,--,--,--,--,SI,SI,--,SI,--
1450,SANTIAGO DEL ESTERO,Jiménez,El Arenal,--,--,--,--,--,--,--,--,SI
1451,SANTIAGO DEL ESTERO,Jiménez,El Bobadal,--,--,--,--,SI,--,--,--,SI
1452,SANTIAGO DEL ESTERO,Jiménez,El Charco,--,--,--,SI,SI,--,--,--,--
1453,SANTIAGO DEL ESTERO,Jiménez,El Rincón,--,--,--,--,--,--,--,--,--
1454,SANTIAGO DEL ESTERO,Jiménez,Gramilla,--,--,--,SI,--,--,--,--,--
1455,SANTIAGO DEL ESTERO,Jiménez,Isca Yacu,--,--,--,--,--,--,--,--,--
1456,SANTIAGO DEL ESTERO,Jiménez,Isca Yacu Semaul,--,--,--,--,--,--,--,--,--
1457,SANTIAGO DEL ESTERO,Jiménez,Pozo Hondo,--,--,--,SI,SI,--,SI,--,SI
1458,SANTIAGO DEL ESTERO,Jiménez,San Pedro,--,--,--,--,--,--,--,--,--
1459,SANTIAGO DEL ESTERO,Juan F. Ibarra,El Colorado,--,--,--,--,SI,--,--,--,SI
1460,SANTIAGO DEL ESTERO,Juan F. Ibarra,El Cuadrado,--,--,--,--,--,--,SI,SI,SI
1461,SANTIAGO DEL ESTERO,Juan F. Ibarra,Matará,--,--,--,SI,SI,--,SI,SI,SI
1462,SANTIAGO DEL ESTERO,Juan F. Ibarra,Suncho Corral,SI,--,--,--,SI,SI,SI,--,SI
1463,SANTIAGO DEL ESTERO,Juan F. Ibarra,Vilelas,--,--,--,--,SI,--,--,SI,SI
1464,SANTIAGO DEL ESTERO,Juan F. Ibarra,Yuchán,--,--,--,--,SI,--,--,--,--
1465,SANTIAGO DEL ESTERO,Loreto,Villa San Martín (Est. Loreto),--,--,--,--,SI,SI,--,SI,SI
1466,SANTIAGO DEL ESTERO,Mitre,Villa Unión,--,SI,--,--,SI,--,--,--,SI
1467,SANTIAGO DEL ESTERO,Moreno,Aerolito,--,--,--,--,--,--,--,--,SI
1468,SANTIAGO DEL ESTERO,Moreno,Alhuampa,--,--,--,SI,--,--,--,--,--
1469,SANTIAGO DEL ESTERO,Moreno,Hasse,--,--,--,--,--,--,--,--,--
1470,SANTIAGO DEL ESTERO,Moreno,Hernán Mejía Miraval,--,--,--,--,--,--,--,--,--
1471,SANTIAGO DEL ESTERO,Moreno,Las Tinajas,--,--,--,--,SI,--,--,--,--
1472,SANTIAGO DEL ESTERO,Moreno,Libertad,--,--,--,--,--,--,--,--,--
1473,SANTIAGO DEL ESTERO,Moreno,Lilo Viejo,--,--,--,--,--,--,--,--,--
1474,SANTIAGO DEL ESTERO,Moreno,Patay,--,--,--,--,--,--,--,--,--
1475,SANTIAGO DEL ESTERO,Moreno,Pueblo Pablo Torelo (Est. Otumpa),--,--,--,SI,--,--,--,--,--
1476,SANTIAGO DEL ESTERO,Moreno,Quimilí,SI,SI,--,--,SI,SI,SI,SI,SI
1477,SANTIAGO DEL ESTERO,Moreno,Roversi,--,--,--,--,--,--,--,--,SI
1478,TIERRA DEL FUEGO,Ushuaia,Laguna Escondida,--,--,--,--,SI,SI,--,--,SI
1479,TIERRA DEL FUEGO,Ushuaia,Ushuaia,SI,SI,SI,SI,SI,SI,SI,SI,SI
1480,TUCUMAN,Burruyacú,7 de Abril,--,--,--,--,--,--,--,--,SI
1481,TUCUMAN,Burruyacú,Barrio San Jorge,--,--,--,--,SI,--,--,--,--
1482,TUCUMAN,Burruyacú,El Chañar,--,--,--,--,SI,SI,SI,--,--
1483,TUCUMAN,Burruyacú,El Naranjo,--,--,--,--,--,--,--,--,--
1484,TUCUMAN,Burruyacú,Garmendia,--,--,--,--,SI,--,SI,--,--
1485,TUCUMAN,Burruyacú,La Ramada,--,--,--,--,SI,SI,SI,--,--
1486,TUCUMAN,Burruyacú,Macomitas,--,--,--,--,SI,SI,--,--,--
1487,TUCUMAN,Burruyacú,Piedrabuena,--,--,--,--,SI,SI,--,--,--
1488,TUCUMAN,Burruyacú,Villa Benjamín Aráoz,--,--,--,--,SI,--,SI,--,--
1489,TUCUMAN,Burruyacú,Villa Burruyacú,--,--,--,--,SI,--,--,--,SI
1490,TUCUMAN,Burruyacú,Villa Padre Monti,--,--,--,--,--,--,SI,--,--
1491,TUCUMAN,Monteros,Santa Lucía,SI,--,--,--,SI,--,SI,SI,--
1492,TUCUMAN,Monteros,Sargento Moya,--,--,--,--,--,--,--,SI,--
1493,TUCUMAN,Monteros,Soldado Maldonado,--,--,--,--,--,--,--,--,--
1494,TUCUMAN,Monteros,Teniente Berdina,--,--,--,--,--,--,--,SI,--
1495,TUCUMAN,Monteros,Villa Quinteros,SI,--,--,--,SI,SI,SI,SI,--
1496,TUCUMAN,Río Chico,Aguilares,SI,--,--,--,SI,SI,SI,--,--
1497,TUCUMAN,Río Chico,Ingenio Santa Barbara,--,--,--,--,SI,SI,--,--,--
1498,TUCUMAN,Río Chico,Los Sarmientos,SI,--,--,--,--,--,SI,--,--
1499,TUCUMAN,Río Chico,Río Chico,--,--,--,--,--,--,--,--,--
1500,TUCUMAN,Río Chico,Santa Ana,SI,--,--,--,SI,--,SI,--,--
1501,TUCUMAN,Río Chico,Villa Clodomiro Hileret,--,--,--,--,--,--,--,--,--
1502,TUCUMAN,Simoca,Atahona,--,--,--,--,SI,SI,--,--,--
1503,TUCUMAN,Simoca,Monteagudo,--,--,--,--,SI,SI,--,--,--
1504,TUCUMAN,Simoca,Nueva Trinidad,--,--,--,--,--,--,--,--,--
1505,TUCUMAN,Simoca,Santa Cruz,--,--,--,--,--,--,--,--,--
1506,TUCUMAN,Simoca,Simoca,--,--,--,--,SI,SI,SI,SI,--
1507,TUCUMAN,Simoca,Villa Chicligasta,--,--,--,--,--,--,--,--,--
1508,TUCUMAN,Tafí del Valle,Amaicha del Valle,--,--,--,SI,SI,SI,SI,SI,SI
1509,TUCUMAN,Tafí del Valle,Colalao del Valle,--,--,--,--,SI,--,SI,SI,--
1510,TUCUMAN,Capital,San Miguel de Tucumán (Est. Tucumán),SI,SI,SI,SI,SI,SI,SI,SI,SI
1511,TUCUMAN,Chicligasta,Alpachiri,--,--,--,--,SI,SI,--,--,--
1512,TUCUMAN,Chicligasta,Alto Verde,--,--,--,--,SI,--,SI,--,--
1513,TUCUMAN,Chicligasta,Arcadia,SI,--,--,--,--,--,SI,--,--
