,Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,4G,3G,TELEFONIAFIJA,WIRELESS,SATELITAL
2128,SAN LUIS,Gobernador Dupuy,Navia,--,--,--,--,--,--,SI,SI,SI
2129,SAN LUIS,Gobernador Dupuy,Nueva Galia,--,--,--,--,SI,--,SI,SI,--
2130,SAN LUIS,Gobernador Dupuy,Unión,--,--,--,--,SI,--,SI,SI,--
2131,SAN LUIS,Junín,Bajo De Veliz,--,--,--,--,--,--,--,--,--
2132,SAN LUIS,Junín,Balde De Escudero,--,--,--,--,--,--,--,--,--
2133,SAN LUIS,Junín,Carpinteria,SI,SI,--,--,SI,SI,SI,SI,--
2134,SAN LUIS,Junín,Cerrito Blanco,--,--,--,--,--,--,--,--,--
2135,SAN LUIS,Junín,Cerro de Oro,--,--,--,SI,--,--,SI,SI,--
2136,SAN LUIS,Junín,El Duraznito,--,--,--,--,--,--,--,--,--
2137,SAN LUIS,Junín,La Chilca,--,--,--,--,--,--,--,--,--
2138,SAN LUIS,Junín,La Lomita,--,--,--,--,--,--,--,--,--
2139,SAN LUIS,Junín,Lafinur,--,--,--,--,--,--,--,SI,--
2140,SAN LUIS,Junín,Las Palomas,--,--,--,--,--,--,--,--,--
2141,SAN LUIS,Junín,Los Cajones,--,--,--,--,--,--,SI,SI,--
2142,SAN LUIS,Junín,Los Lobos,--,--,--,--,--,--,--,--,--
2143,SAN LUIS,Junín,Los Molles,--,--,--,--,--,--,SI,SI,--
2144,SAN LUIS,Libertador Grl. San Martín,La Ramada,--,--,--,--,--,--,--,SI,--
2145,SAN LUIS,Libertador Grl. San Martín,La Totora,--,--,--,--,--,--,--,--,--
2146,SAN LUIS,Libertador Grl. San Martín,La Vertiente,--,--,--,--,--,--,--,SI,SI
2147,CORDOBA,Unión,Idiazabal,--,--,--,SI,SI,SI,SI,SI,SI
2148,CORDOBA,Unión,Justiniano Posse,--,--,--,SI,SI,SI,SI,SI,--
2149,CORDOBA,Unión,Laborde,SI,--,--,SI,SI,SI,SI,--,--
2150,CORDOBA,Unión,Monte Leña,--,--,--,--,SI,SI,SI,--,--
2151,CORDOBA,Unión,Monte Maíz,SI,SI,--,SI,SI,SI,SI,--,--
2152,CORDOBA,Unión,Morrison,SI,--,--,SI,SI,SI,SI,--,--
2153,CORDOBA,Unión,Noetinger,--,--,--,SI,SI,SI,SI,SI,--
2154,CORDOBA,Unión,Ordóñez,SI,--,--,SI,SI,SI,SI,--,--
2155,CORDOBA,Unión,Pascanas,SI,--,--,SI,SI,SI,SI,SI,--
2156,CORDOBA,Unión,Pueblo Italiano,--,SI,--,--,SI,--,SI,--,SI
2157,CORDOBA,Unión,Ramón J. Cárcano,--,--,--,--,--,--,--,SI,--
2158,MENDOZA,Santa Rosa,Barrio María Auxiliadora,--,--,--,--,SI,SI,--,--,--
2159,JUJUY,Rinconada,Rinconada,--,--,--,--,--,--,--,--,--
2160,JUJUY,San Antonio,El Ceibal,--,--,--,SI,--,--,--,--,--
2161,JUJUY,San Antonio,La Toma,--,--,--,--,--,--,--,--,--
2162,JUJUY,San Antonio,Los Alisos,--,--,--,SI,--,--,--,--,--
2163,JUJUY,San Antonio,Loteo Navea,SI,--,--,SI,--,--,--,--,--
2164,JUJUY,San Antonio,Nuestra Señora del Rosario,--,--,--,--,--,--,--,--,--
2165,JUJUY,San Antonio,San Antonio,SI,SI,--,--,--,--,SI,--,SI
2166,JUJUY,San Pedro,Arrayanal,--,--,--,--,--,--,--,--,--
2167,JUJUY,San Pedro,Arroyo Colorado,--,--,--,--,--,--,--,--,--
2168,JUJUY,San Pedro,Don Emilio,--,--,--,--,--,--,--,--,--
2169,JUJUY,San Pedro,El Acheral,--,--,--,--,--,--,--,--,--
2170,JUJUY,San Pedro,El Puesto,--,--,--,--,--,--,--,--,--
2171,JUJUY,San Pedro,El Quemado,--,--,--,--,--,--,--,--,--
2172,JUJUY,San Pedro,La Esperanza,--,--,--,--,SI,--,--,--,SI
2173,JUJUY,San Pedro,La Manga,--,--,--,--,--,--,--,--,--
2174,JUJUY,San Pedro,La Mendieta,--,--,--,--,SI,SI,SI,--,SI
2175,JUJUY,San Pedro,Miraflores,--,--,--,--,--,--,--,--,--
2176,JUJUY,San Pedro,Palos Blancos,--,--,--,--,--,--,--,--,--
2177,JUJUY,San Pedro,Parapetí,--,--,--,--,--,--,--,--,--
2178,JUJUY,San Pedro,Piedritas,--,--,--,--,--,--,--,--,--
2179,JUJUY,San Pedro,Rodeito,--,--,--,--,SI,SI,--,--,--
2180,JUJUY,San Pedro,Rosario de Río Grande,--,--,--,--,--,--,--,--,--
2181,JUJUY,San Pedro,San Antonio,--,--,--,--,--,--,--,--,--
2182,JUJUY,San Pedro,San Lucas,--,--,--,--,SI,SI,--,SI,--
2183,JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),SI,SI,--,SI,--,--,SI,SI,SI
2184,MENDOZA,Santa Rosa,Barrio Molina Cabrera,--,--,--,--,--,--,--,--,--
2185,MENDOZA,Santa Rosa,La Dormida,--,--,--,--,SI,SI,SI,SI,--
2186,MENDOZA,Santa Rosa,Las Catitas,--,--,SI,--,SI,SI,SI,SI,--
2187,MENDOZA,Santa Rosa,Santa Rosa,--,--,--,--,--,--,SI,SI,--
2188,MENDOZA,Tunuyán,Barrio San Cayetano,--,--,--,--,--,--,--,--,--
2189,MENDOZA,Tunuyán,Campo Los Andes,--,SI,--,--,--,--,--,--,--
2190,MENDOZA,Tunuyán,Colonia Las Rosas,--,--,--,--,SI,SI,SI,SI,--
2191,MENDOZA,Tunuyán,El Manzano,--,--,--,--,SI,SI,--,--,--
2192,MENDOZA,Tunuyán,Los Sauces,--,--,--,SI,SI,SI,SI,SI,--
2193,MENDOZA,Tunuyán,Tunuyán,SI,SI,SI,SI,SI,SI,SI,SI,--
2194,MENDOZA,Tunuyán,Vista Flores,--,--,--,--,SI,SI,SI,SI,--
2195,MENDOZA,Tupungato,Barrio Belgrano Norte,--,--,--,--,--,--,--,--,--
2196,MENDOZA,Tupungato,Cordón del Plata,--,--,--,--,SI,SI,SI,SI,--
2197,MENDOZA,Tupungato,El Peral,--,--,--,--,--,--,--,--,--
2198,MENDOZA,Tupungato,El Zampal,--,--,--,--,SI,--,--,--,--
2199,MENDOZA,Tupungato,La Arboleda,--,--,--,--,SI,--,--,SI,--
2200,MENDOZA,Tupungato,San José,--,--,--,SI,SI,SI,--,SI,--
2201,MISIONES,Apóstoles,Tres Capones,--,--,--,--,--,--,--,--,--
2202,SANTA FE,San Cristóbal,Colonia Bossi,SI,--,--,SI,SI,--,--,SI,--
2203,SANTA FE,San Cristóbal,Colonia Rosa,--,--,--,--,SI,--,--,--,--
2204,SANTA FE,San Cristóbal,Constanza,--,--,--,--,--,--,SI,--,--
2205,SANTA FE,San Cristóbal,Curupaity,--,--,--,--,--,--,--,SI,--
2206,SANTA FE,San Cristóbal,Hersilia,--,SI,--,--,SI,SI,SI,SI,--
2207,SANTA FE,San Cristóbal,Huanqueros,--,--,--,--,SI,--,--,SI,--
2208,SANTA FE,San Cristóbal,La Cabral,--,--,--,--,--,--,SI,SI,SI
2209,SANTA FE,San Cristóbal,La Lucila,--,--,--,--,--,--,--,--,--
2210,SANTA FE,San Cristóbal,La Rubia,--,SI,--,--,--,--,SI,--,--
2211,SANTA FE,San Cristóbal,Las Avispas,--,--,--,--,--,--,--,--,--
2212,SANTA FE,San Cristóbal,Las Palmeras,--,--,--,--,SI,--,SI,SI,--
2213,SANTA FE,San Cristóbal,Moisés Ville,SI,SI,--,SI,SI,SI,SI,SI,--
2214,SANTA FE,San Cristóbal,Monigotes,--,--,--,--,SI,SI,SI,SI,--
2215,SANTA FE,San Cristóbal,Ñanducita,--,--,--,--,--,--,--,SI,--
2216,SANTA FE,San Cristóbal,Palacios,SI,--,--,SI,SI,SI,--,SI,--
2217,SANTA FE,San Cristóbal,San Cristóbal,SI,SI,--,SI,SI,SI,SI,SI,SI
2218,BUENOS AIRES,Azul,Azul,SI,SI,SI,SI,SI,SI,SI,SI,SI
2219,BUENOS AIRES,Azul,Cacharí,--,--,SI,--,SI,SI,SI,SI,--
2220,BUENOS AIRES,Azul,Chillar,--,--,--,--,SI,SI,SI,SI,SI
2221,BUENOS AIRES,Bahía Blanca,Bahía Blanca,SI,SI,SI,SI,SI,SI,SI,SI,SI
2222,BUENOS AIRES,Bahía Blanca,Cabildo,--,SI,SI,--,SI,SI,SI,SI,--
2223,BUENOS AIRES,Bahía Blanca,General Daniel Cerri (Est. General Cerri),SI,SI,SI,--,SI,SI,SI,SI,--
2224,BUENOS AIRES,Bahía Blanca,Grunbein,--,--,--,--,SI,SI,--,--,--
2225,BUENOS AIRES,Bahía Blanca,Ingeniero White,--,--,--,SI,SI,SI,--,--,--
2226,BUENOS AIRES,Bahía Blanca,Villa Bordeau,--,--,--,--,SI,SI,--,--,--
2227,BUENOS AIRES,Bahía Blanca,Villa Espora,--,--,--,--,--,--,--,--,--
2228,MISIONES,Libertador Grl. San Martín,El Alcázar,--,--,--,--,SI,SI,SI,--,SI
2229,MISIONES,Libertador Grl. San Martín,Garuhapé,SI,SI,--,--,SI,SI,SI,SI,SI
2230,MISIONES,Libertador Grl. San Martín,Mbopicuá,--,--,--,--,--,--,--,--,--
2231,MISIONES,Libertador Grl. San Martín,Puerto Leoni,--,--,--,--,SI,--,--,SI,--
2232,MISIONES,Libertador Grl. San Martín,Puerto Rico,SI,SI,--,--,SI,SI,SI,SI,--
2233,MISIONES,Libertador Grl. San Martín,Ruiz de Montoya,SI,SI,--,--,SI,--,SI,SI,SI
2234,MISIONES,Libertador Grl. San Martín,San Alberto,--,--,--,--,--,--,--,--,--
2235,MISIONES,Libertador Grl. San Martín,San Gotardo,--,--,--,--,SI,--,--,--,--
2236,MISIONES,Libertador Grl. San Martín,San Miguel,SI,--,--,--,SI,--,--,--,--
2237,MISIONES,Libertador Grl. San Martín,Villa Akerman,--,--,--,--,--,--,--,--,--
2238,MISIONES,Libertador Grl. San Martín,Villa Urrutia,--,--,--,--,--,--,--,--,--
2239,MISIONES,Montecarlo,Bario Ita,--,--,--,--,--,--,--,--,--
2240,MISIONES,Montecarlo,Barrio Cuatro Bocas,--,--,--,--,--,--,--,--,--
2241,MISIONES,Montecarlo,Barrio Guatambu,--,--,--,--,--,--,--,--,--
2242,MISIONES,Montecarlo,Caraguatay,--,--,--,--,SI,SI,SI,--,--
2243,MISIONES,Montecarlo,Laharrague,--,--,--,--,--,--,--,--,--
2244,MISIONES,Montecarlo,Montecarlo,SI,SI,--,SI,SI,SI,SI,--,--
2245,MISIONES,Montecarlo,Piray Kilómetro 18,--,--,--,--,SI,--,--,--,--
2246,BUENOS AIRES,Hurlingham,William C. Morris,--,SI,--,SI,SI,SI,--,SI,--
2247,BUENOS AIRES,Ituzaingó,Ituzaingó Centro,SI,SI,SI,SI,SI,SI,SI,SI,SI
2248,BUENOS AIRES,Ituzaingó,Ituzaingó Sur,--,--,--,--,SI,SI,--,SI,--
2249,BUENOS AIRES,Ituzaingó,Villa Gobernador Udaondo,SI,SI,SI,SI,SI,SI,SI,SI,--
2250,BUENOS AIRES,José C. Paz,Del Viso,--,SI,--,--,SI,SI,--,--,--
2251,BUENOS AIRES,José C. Paz,José C Paz,SI,SI,SI,SI,SI,SI,SI,SI,SI
2252,BUENOS AIRES,José C. Paz,Tortuguitas,--,SI,--,--,SI,SI,--,--,--
2253,BUENOS AIRES,Junín,Agustín Roca,--,--,--,SI,SI,--,SI,SI,--
2254,BUENOS AIRES,Junín,Agustina,--,--,--,SI,SI,SI,SI,--,--
2255,CHUBUT,Río Senguer,Río Mayo,--,--,--,--,SI,--,--,SI,SI
2256,CHUBUT,Sarmiento,Buen Pasto,--,--,--,--,--,--,--,--,SI
2257,CHUBUT,Sarmiento,Sarmiento,SI,--,--,SI,SI,SI,SI,SI,SI
2258,CHUBUT,Tehuelches,Frontera de Río Pico,--,--,--,--,--,--,--,--,--
2259,CHUBUT,Tehuelches,Gobernador Costa,--,--,SI,--,SI,--,SI,--,--
2260,CHUBUT,Tehuelches,José de San Martín,--,--,--,--,SI,--,SI,--,SI
2261,CHUBUT,Tehuelches,Río Pico,--,--,--,--,--,--,SI,--,SI
2262,CHUBUT,Telsen,Gan Gan,--,--,--,--,SI,--,SI,SI,SI
2263,CHUBUT,Telsen,Telsen,--,SI,--,--,SI,SI,SI,SI,SI
2264,CORDOBA,Calamuchita,Amboy,--,--,--,--,--,--,SI,SI,--
2265,CORDOBA,Calamuchita,Arroyo San Antonio,--,--,--,--,SI,SI,--,--,--
2266,CORDOBA,Calamuchita,Cañada del Sauce,SI,--,--,--,SI,--,SI,--,--
2267,CORDOBA,Calamuchita,Capilla Vieja,--,--,--,--,SI,SI,--,SI,--
2268,CORDOBA,Calamuchita,El Corcovado - El Torreón,SI,--,--,--,--,--,SI,SI,--
2269,CORDOBA,Calamuchita,El Durazno,--,--,--,--,--,--,--,--,--
2270,CORDOBA,Calamuchita,Embalse,--,--,--,SI,SI,SI,--,SI,SI
2271,MISIONES,Cainguás,1º de Mayo,--,--,--,--,SI,--,--,--,--
2272,BUENOS AIRES,Puán,Villa Castelar (Est. Erize),--,--,--,--,--,--,SI,--,--
2273,BUENOS AIRES,Puán,Villa Iris,--,--,--,SI,SI,SI,SI,SI,--
2274,BUENOS AIRES,Punta Indio,Alvarez Jonte,--,--,--,--,--,--,--,--,--
2275,BUENOS AIRES,Punta Indio,Las Tahonas,--,--,--,--,--,--,--,--,--
2276,BUENOS AIRES,Punta Indio,Pipinas,--,SI,--,--,SI,SI,SI,--,--
2277,BUENOS AIRES,Punta Indio,Punta Indio,--,--,--,--,--,--,SI,--,--
2278,BUENOS AIRES,Punta Indio,Verónica,SI,SI,--,SI,SI,SI,SI,--,--
2279,BUENOS AIRES,Quilmes,Bernal,SI,SI,SI,SI,SI,SI,SI,SI,SI
2280,BUENOS AIRES,Quilmes,Bernal Oeste,SI,SI,SI,SI,SI,SI,SI,SI,--
2281,BUENOS AIRES,Quilmes,Don Bosco,SI,SI,--,SI,SI,SI,SI,--,--
2282,BUENOS AIRES,Quilmes,Ezpeleta,SI,SI,SI,SI,SI,SI,SI,SI,--
2283,BUENOS AIRES,Balcarce,Balcarce,SI,SI,SI,SI,SI,SI,SI,SI,SI
2284,BUENOS AIRES,Balcarce,Los Pinos,--,--,--,--,--,--,SI,SI,--
2285,BUENOS AIRES,Balcarce,Napaleofú,--,--,--,SI,SI,SI,SI,SI,--
2286,BUENOS AIRES,Balcarce,Ramos Otero,--,--,--,--,SI,--,--,SI,--
2287,BUENOS AIRES,Balcarce,San Agustín,--,--,--,--,--,--,SI,SI,--
2288,BUENOS AIRES,Balcarce,Villa Laguna La Brava,--,--,--,--,SI,SI,SI,SI,--
2289,BUENOS AIRES,Baradero,Baradero,SI,SI,--,SI,SI,SI,SI,SI,SI
2290,BUENOS AIRES,Baradero,Irineo Portela,--,--,--,--,--,--,SI,SI,--
2291,BUENOS AIRES,Baradero,Santa Coloma,--,--,--,--,SI,--,--,SI,--
2292,BUENOS AIRES,Baradero,Villa Alsina (Est. Alsina),SI,--,--,SI,SI,SI,SI,SI,--
2293,BUENOS AIRES,Benito Juárez,Barker,--,--,--,SI,SI,SI,SI,SI,SI
2294,BUENOS AIRES,Benito Juárez,Benito Juárez (Est. Juárez),SI,--,SI,SI,SI,SI,SI,SI,SI
2295,BUENOS AIRES,Benito Juárez,López,--,--,--,--,--,--,--,SI,--
2296,BUENOS AIRES,Junín,Balneario Laguna de Gómez,--,--,--,--,SI,SI,--,SI,--
2297,BUENOS AIRES,Junín,Fortín Tiburcio,--,--,--,--,--,--,SI,SI,--
2298,BUENOS AIRES,Junín,Junín,SI,SI,SI,SI,SI,SI,SI,SI,SI
2299,BUENOS AIRES,Junín,Laplacette,--,--,--,SI,--,--,--,SI,--
2300,BUENOS AIRES,Junín,Morse,--,SI,--,SI,SI,--,SI,SI,--
2301,BUENOS AIRES,Junín,Paraje La Agraria,--,--,--,--,--,--,--,--,--
2302,BUENOS AIRES,Junín,Saforcada,--,--,--,--,SI,SI,SI,SI,--
2303,BUENOS AIRES,La Costa,Aguas Verdes,SI,--,--,SI,SI,SI,--,SI,--
2304,BUENOS AIRES,La Costa,Las Toninas,SI,SI,SI,SI,SI,SI,SI,SI,--
2305,BUENOS AIRES,La Costa,Lucila Del Mar,SI,--,--,SI,SI,SI,--,SI,--
2306,CHUBUT,Escalante,Km. 11 - Cuarteles,--,--,--,--,--,--,--,--,--
2307,CHUBUT,Escalante,KM. 3 - General Mosconi,--,--,--,--,SI,SI,--,--,--
2308,CHUBUT,Escalante,KM. 5 - Presidente Ortiz,--,--,--,--,--,--,--,--,--
2309,BUENOS AIRES,Quilmes,Ezpeleta Oeste,SI,SI,SI,SI,SI,SI,SI,--,--
2310,BUENOS AIRES,Quilmes,Quilmes,SI,SI,SI,SI,SI,SI,SI,SI,SI
2311,BUENOS AIRES,Quilmes,Quilmes Oeste,SI,SI,SI,SI,SI,SI,SI,SI,--
2312,BUENOS AIRES,Quilmes,San Francisco Solano,SI,SI,--,SI,SI,SI,--,SI,--
2313,BUENOS AIRES,Quilmes,Villa La Florida,SI,SI,SI,SI,SI,SI,SI,SI,--
2314,BUENOS AIRES,Ramallo,El Paraíso,--,--,--,--,--,--,SI,--,--
2315,BUENOS AIRES,Ramallo,Las Bahamas,--,--,--,--,SI,SI,--,--,--
2316,BUENOS AIRES,Ramallo,Pérez Millán,--,--,--,SI,SI,SI,SI,--,--
2317,NEUQUEN,Ñorquín,Copahue,--,--,--,--,--,--,SI,SI,--
2318,CABA,COMUNA 03,SAN CRISTOBAL,SI,SI,SI,SI,SI,SI,SI,SI,SI
2319,CHACO,Libertad,Puerto Tirol,SI,--,--,SI,SI,SI,SI,SI,--
2320,CHACO,Libertador General San Martín,Ciervo Petiso,--,--,--,--,SI,--,--,SI,SI
2321,CHACO,Libertador General San Martín,General José de San Martín,SI,SI,--,SI,SI,SI,SI,SI,--
2322,CHACO,Libertador General San Martín,La Eduvigis,--,--,--,--,SI,--,--,--,SI
2323,CHACO,Libertador General San Martín,Laguna Limpia,--,--,--,--,SI,--,--,SI,--
2324,CHACO,Libertador General San Martín,Pampa Almirón,--,--,--,SI,SI,SI,--,SI,--
2325,CABA,COMUNA 11,VILLA DEVOTO,SI,SI,SI,SI,SI,SI,SI,SI,SI
2326,CORDOBA,Unión,San Antonio de Litín,SI,--,--,SI,SI,SI,SI,SI,--
2327,CORDOBA,Unión,San Marcos,SI,--,--,--,SI,SI,SI,--,--
2328,CORDOBA,Unión,San Severo,--,--,--,--,SI,--,--,--,--
2329,CORDOBA,Unión,Viamonte,SI,--,--,--,SI,SI,SI,--,--
2330,CORDOBA,Unión,Villa Los Patos,--,--,--,--,--,--,--,--,--
2331,CORDOBA,Unión,Wenceslao Escalante,SI,SI,--,SI,SI,SI,SI,SI,SI
2332,CHACO,Libertador General San Martín,Pampa del Indio,--,--,--,SI,SI,SI,SI,SI,SI
2333,CHACO,Libertador General San Martín,Presidencia Roca,--,--,--,SI,SI,SI,SI,SI,SI
2334,CHACO,Libertador General San Martín,Selvas del Río de Oro,--,--,--,--,SI,--,--,--,--
2335,CHACO,Maipú,Tres Isletas,SI,--,--,SI,SI,SI,SI,SI,--
2336,CHACO,Mayor Luis J. Fontana,Coronel Du Graty,SI,SI,--,SI,SI,SI,--,SI,SI
2337,CHACO,Mayor Luis J. Fontana,Enrique Urién,--,--,--,SI,--,--,--,--,--
2338,CHACO,Mayor Luis J. Fontana,Villa Angela,SI,SI,--,SI,SI,SI,SI,SI,SI
2339,CHACO,O Higgins,La Clotilde,--,--,--,--,SI,--,--,--,--
2340,CHACO,O Higgins,La Tigra,--,--,--,--,SI,--,--,--,--
2341,CHACO,O Higgins,San Bernardo,--,--,--,--,SI,SI,--,--,--
2342,CHACO,Presidencia de la Plaza,Presidencia de la Plaza,SI,SI,--,SI,SI,SI,SI,--,--
2343,CHACO,Quitilipi,Quitilipi,SI,--,--,SI,SI,SI,SI,SI,--
2344,CHUBUT,Escalante,KM. 8 - Don Bosco,--,--,--,--,SI,SI,--,--,--
2345,CHUBUT,Escalante,Rada Tilly,SI,SI,SI,SI,SI,SI,SI,SI,--
2346,CHUBUT,Florentino Ameghino,Camarones,--,--,--,--,SI,--,SI,SI,SI
2347,CHUBUT,Florentino Ameghino,Garayalde,--,--,--,--,--,--,--,SI,--
2348,CHUBUT,Futaleufú,Aldea Escolar,--,--,--,--,--,--,SI,--,--
2349,CHUBUT,Futaleufú,Corcovado,--,--,SI,--,--,--,SI,--,SI
2350,CHUBUT,Futaleufú,Esquel,SI,SI,SI,--,SI,SI,SI,SI,SI
2351,CHUBUT,Futaleufú,Lago Rosario,--,--,--,--,--,--,--,--,--
2352,CHUBUT,Futaleufú,Los Cipreses,--,--,--,--,--,--,--,--,SI
2353,CHUBUT,Futaleufú,Trevelín,SI,--,SI,--,SI,SI,SI,SI,SI
2354,CHUBUT,Futaleufú,Villa Futalaufquen,--,--,--,--,--,--,SI,--,SI
2355,CHUBUT,Gaiman,28 de Julio,--,--,--,SI,SI,SI,--,--,SI
2356,CHUBUT,Gaiman,Dique Florentino Ameghino,--,--,--,--,--,--,SI,--,--
2357,CHUBUT,Gaiman,Dolavon,--,--,SI,SI,SI,--,SI,--,SI
2358,SANTA FE,San Martín,Wildermuth (Est. Granadero B. Bustos),--,--,--,--,--,--,--,--,--
2359,CORRIENTES,Bella Vista,Bella Vista,SI,SI,--,--,SI,SI,SI,SI,SI
2360,CORRIENTES,Berón de Astrada,Berón de Astrada,--,--,--,--,SI,SI,SI,--,SI
2361,CORRIENTES,Berón de Astrada,Yahapé,--,--,--,--,SI,--,--,--,--
2362,CORRIENTES,Capital,Barrio Esperanza,--,--,--,--,SI,SI,--,--,--
2363,CORRIENTES,Capital,Corrientes,SI,SI,SI,SI,SI,SI,SI,SI,SI
2364,CORRIENTES,Capital,Laguna Brava,--,--,--,--,SI,SI,SI,--,SI
2365,CORRIENTES,Capital,Riachuelo,--,--,--,--,SI,SI,SI,SI,SI
2366,CORRIENTES,Capital,San Cayetano,--,--,--,--,--,--,--,--,SI
2367,CORRIENTES,Concepción,Concepción,--,--,--,--,SI,--,SI,SI,SI
2368,CORRIENTES,Concepción,Santa Rosa,--,--,--,--,SI,--,SI,SI,--
2369,CORRIENTES,Concepción,Tabay,--,--,--,--,SI,--,SI,SI,SI
2370,CORRIENTES,Concepción,Tatacua,--,--,--,--,SI,--,--,--,SI
2371,CORRIENTES,Curuzú Cuatiá,Cazadores Correntinos,--,--,--,--,SI,--,--,SI,SI
2372,CABA,COMUNA 04,BARRACAS,SI,SI,SI,SI,SI,SI,SI,SI,SI
2373,CHACO,Sargento Cabral,Las Garcitas,--,--,--,--,SI,SI,SI,SI,SI
2374,CHACO,Tapenagá,Charadai,--,--,--,SI,SI,SI,SI,--,SI
2375,CHACO,Tapenagá,Cote Lai,--,--,--,SI,SI,--,SI,--,--
2376,CHACO,Tapenagá,Haumonía,--,--,--,--,--,--,--,--,--
2377,CHACO,Tapenagá,Horquilla,--,--,--,--,--,--,--,--,--
2378,CHACO,Tapenagá,La Sabana,--,--,--,--,--,--,--,--,--
2379,CHUBUT,Biedma,Arroyo Verde,--,--,--,--,--,--,--,--,SI
2380,CHUBUT,Río Senguer,Doctor Ricardo Rojas,--,--,--,--,--,--,SI,--,SI
2381,CHUBUT,Río Senguer,Facundo,--,--,--,--,--,--,--,SI,SI
2382,CHUBUT,Biedma,Puerto Madryn,SI,SI,SI,SI,SI,SI,SI,SI,SI
2383,CHUBUT,Biedma,Puerto Pirámide,--,--,--,--,SI,SI,SI,SI,SI
2384,CHUBUT,Biedma,Quinta El Mirador,--,--,--,--,SI,SI,--,SI,--
2385,CHUBUT,Biedma,Reserva Area Protegida El Doradillo,--,--,--,--,--,--,--,SI,--
2386,CHUBUT,Cushamen,Buenos Aires Chico,--,--,--,--,--,--,--,--,--
2387,CHUBUT,Cushamen,Cholila,--,--,SI,--,SI,SI,SI,--,SI
2388,CHUBUT,Cushamen,Costa del Chubut,--,--,--,--,--,--,--,--,--
2389,CHUBUT,Cushamen,Cushamen Centro,--,--,--,--,--,--,SI,--,--
2390,CHUBUT,Cushamen,El Hoyo,SI,--,--,SI,--,--,SI,SI,--
2391,CHUBUT,Cushamen,El Maitén,--,--,--,--,--,--,SI,SI,--
2392,CHUBUT,Cushamen,Epuyén,SI,--,--,--,SI,--,SI,--,--
2393,CHUBUT,Cushamen,Fofo Cahuel,--,--,--,--,--,--,--,--,--
2394,CHUBUT,Cushamen,Gualjaina,--,--,--,--,--,--,SI,--,SI
2395,CHUBUT,Cushamen,Lago Epuyén,--,--,--,--,--,--,--,--,--
2396,CHUBUT,Cushamen,Lago Puelo,SI,--,SI,--,SI,SI,SI,SI,--
2397,JUJUY,Susques,Olaroz Chico,--,--,--,SI,--,--,SI,SI,--
2398,JUJUY,Susques,Pastos Chicos,--,--,--,SI,--,--,--,--,--
2399,JUJUY,Susques,Puesto Sey,--,--,--,SI,--,--,--,--,--
2400,JUJUY,Susques,San Juan de Quillaqués,--,--,--,SI,--,--,--,--,SI
2401,JUJUY,Susques,Susques,--,--,--,SI,SI,--,SI,SI,SI
2402,JUJUY,Tilcara,Colonia San José,--,--,--,--,--,--,--,--,--
2403,JUJUY,Tilcara,Huacalera,--,--,--,SI,--,--,--,--,--
2404,JUJUY,Tilcara,Juella,--,--,--,--,--,--,SI,--,--
2405,JUJUY,Tilcara,Maimará,--,--,--,SI,SI,--,SI,SI,SI
2406,JUJUY,Tilcara,Tilcara,--,--,--,--,SI,SI,SI,SI,SI
2407,JUJUY,Tilcara,Yacoraite,--,--,--,--,--,--,--,--,--
2408,JUJUY,Tumbaya,Bárcena,--,--,--,--,--,--,--,SI,--
2409,JUJUY,Tumbaya,El Moreno,--,--,--,--,--,--,--,--,--
2410,JUJUY,Tumbaya,Puerta de Colorados,--,--,--,--,--,--,--,--,--
2411,JUJUY,Tumbaya,Purmamarca,SI,--,--,--,SI,--,SI,SI,--
2412,JUJUY,Tumbaya,Tumbaya,--,--,--,--,SI,--,SI,SI,--
2413,JUJUY,Tumbaya,Volcán,SI,--,--,--,SI,--,SI,SI,--
2414,JUJUY,Valle Grande,Caspalá,--,--,--,--,--,--,--,--,--
2415,JUJUY,Valle Grande,Pampichuela,--,--,--,--,--,--,--,--,--
2416,JUJUY,Valle Grande,San Francisco,--,--,--,--,--,--,--,SI,--
2417,JUJUY,Valle Grande,Santa Ana,--,--,--,--,--,--,--,--,SI
2418,JUJUY,Valle Grande,Valle Colorado,--,--,--,--,--,--,--,--,--
2419,MISIONES,Iguazú,Libertad,SI,--,--,--,SI,SI,SI,--,--
2420,MISIONES,Iguazú,Puerto Iguazú,SI,SI,--,SI,SI,SI,SI,--,SI
2421,MISIONES,Iguazú,Villa Cooperativa,--,--,--,--,--,--,--,--,--
2422,MISIONES,Iguazú,Wanda,SI,--,--,SI,SI,SI,SI,--,SI
2423,MISIONES,Leandro N. Alem,Almafuerte,--,--,--,--,SI,--,--,SI,--
2424,MISIONES,Leandro N. Alem,Arroyo del Medio,--,--,--,--,SI,--,--,SI,--
2425,MISIONES,Leandro N. Alem,Caá - Yarí,--,--,--,--,--,--,--,SI,--
2426,MISIONES,Leandro N. Alem,Cerro Azul,--,SI,--,SI,SI,--,SI,SI,SI
2427,MISIONES,Leandro N. Alem,Dos Arroyos,--,--,--,SI,SI,--,SI,--,--
2428,MISIONES,Leandro N. Alem,Gobernador López,--,--,--,--,SI,--,SI,--,--
2429,MISIONES,Leandro N. Alem,Leandro N. Alem,SI,SI,--,SI,SI,SI,SI,--,--
